query_id,场景,数据属性,源法域,目标法域,操作类型,记录数,时间,风险得分(0-1，可两位小数),风险等级(低/中/高),标注把握度(高/中/低),备注
GBAMC-DRAFT-0026,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；基因测序数据；影像报告,HK,CN,model_training,49071,2024-08-28,,,,
GBAMC-DRAFT-0097,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,77477,2024-06-11,,,,
GBAMC-DRAFT-0036,hk_to_cn_ai_training,诊断记录（ICD-10）；内分泌疾病记录；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,50273,2024-09-09,,,,
GBAMC-DRAFT-0106,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；基因测序数据；影像报告,HK,CN,model_training,54104,2024-11-27,,,,
GBAMC-DRAFT-0076,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；基因测序数据；影像报告,HK,CN,model_training,87845,2024-09-05,,,,
GBAMC-DRAFT-0007,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,79905,2024-11-10,,,,
GBAMC-DRAFT-0094,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,81793,2024-01-13,,,,
GBAMC-DRAFT-0025,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,60010,2024-12-31,,,,
GBAMC-DRAFT-0053,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,54163,2024-06-27,,,,
GBAMC-DRAFT-0088,hk_to_cn_ai_training,诊断记录（ICD-10）；孕产记录；检验检查数据；基因测序数据；影像报告,HK,CN,model_training,99283,2024-09-10,,,,
GBAMC-DRAFT-0067,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,14561,2024-08-21,,,,
GBAMC-DRAFT-0072,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；基因测序数据；影像报告,HK,CN,model_training,78111,2024-05-14,,,,
GBAMC-DRAFT-0009,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,13241,2025-01-31,,,,
GBAMC-DRAFT-0110,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,76153,2024-12-13,,,,
GBAMC-DRAFT-0008,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,98675,2024-01-05,,,,
GBAMC-DRAFT-0069,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；基因测序数据；影像报告,HK,CN,model_training,26486,2024-06-27,,,,
GBAMC-DRAFT-0017,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,67268,2024-01-04,,,,
GBAMC-DRAFT-0050,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,39545,2024-12-05,,,,
GBAMC-DRAFT-0000,hk_to_cn_ai_training,孕产记录；诊断记录（ICD-10）；检验检查数据；基因测序数据；影像报告,HK,CN,model_training,72149,2024-03-04,,,,
GBAMC-DRAFT-0015,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,63459,2024-04-24,,,,
GBAMC-DRAFT-0115,hk_to_cn_ai_training,诊断记录（ICD-10）；检验检查数据；影像报告；基因测序数据,HK,CN,model_training,87823,2024-09-12,,,,
GBAMC-DRAFT-0150,mo_to_sz_multicenter,诊断记录（ICD-10）；内分泌疾病记录；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,25308,2024-04-23,,,,
GBAMC-DRAFT-0160,mo_to_sz_multicenter,内分泌疾病记录；诊断记录（ICD-10）；检验检查数据；基因测序数据；住院病历,MO,CN,clinical_trial,24727,2024-10-05,,,,
GBAMC-DRAFT-0135,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,47931,2025-01-15,,,,
GBAMC-DRAFT-0215,mo_to_sz_multicenter,诊断记录（ICD-10）；内分泌疾病记录；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,36262,2024-03-12,,,,
GBAMC-DRAFT-0153,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,33750,2024-07-20,,,,
GBAMC-DRAFT-0157,mo_to_sz_multicenter,诊断记录（ICD-10）；孕产记录；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,10269,2024-03-24,,,,
GBAMC-DRAFT-0155,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,49487,2025-01-18,,,,
GBAMC-DRAFT-0124,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,13268,2025-01-14,,,,
GBAMC-DRAFT-0201,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；基因测序数据；住院病历,MO,CN,clinical_trial,39829,2024-10-10,,,,
GBAMC-DRAFT-0142,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,2840,2024-10-18,,,,
GBAMC-DRAFT-0189,mo_to_sz_multicenter,诊断记录（ICD-10）；孕产记录；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,27048,2025-01-14,,,,
GBAMC-DRAFT-0209,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；基因测序数据；住院病历,MO,CN,clinical_trial,32805,2024-10-26,,,,
GBAMC-DRAFT-0205,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,12524,2024-09-26,,,,
GBAMC-DRAFT-0134,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；基因测序数据；住院病历,MO,CN,clinical_trial,3802,2024-04-08,,,,
GBAMC-DRAFT-0226,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,44020,2024-03-07,,,,
GBAMC-DRAFT-0176,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,46319,2025-01-22,,,,
GBAMC-DRAFT-0179,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,44275,2024-07-17,,,,
GBAMC-DRAFT-0206,mo_to_sz_multicenter,诊断记录（ICD-10）；内分泌疾病记录；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,19319,2024-03-02,,,,
GBAMC-DRAFT-0140,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；基因测序数据；住院病历,MO,CN,clinical_trial,43932,2024-04-07,,,,
GBAMC-DRAFT-0235,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；基因测序数据；住院病历,MO,CN,clinical_trial,22605,2024-01-06,,,,
GBAMC-DRAFT-0218,mo_to_sz_multicenter,诊断记录（ICD-10）；内分泌疾病记录；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,18220,2025-01-18,,,,
GBAMC-DRAFT-0154,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,28287,2024-03-30,,,,
GBAMC-DRAFT-0221,mo_to_sz_multicenter,诊断记录（ICD-10）；内分泌疾病记录；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,4614,2024-12-02,,,,
GBAMC-DRAFT-0199,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,24438,2024-11-22,,,,
GBAMC-DRAFT-0120,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；基因测序数据；住院病历,MO,CN,clinical_trial,26606,2024-01-18,,,,
GBAMC-DRAFT-0167,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；基因测序数据；住院病历,MO,CN,clinical_trial,35646,2024-07-18,,,,
GBAMC-DRAFT-0133,mo_to_sz_multicenter,诊断记录（ICD-10）；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,31146,2024-03-10,,,,
GBAMC-DRAFT-0158,mo_to_sz_multicenter,诊断记录（ICD-10）；孕产记录；检验检查数据；住院病历；基因测序数据,MO,CN,clinical_trial,14300,2024-12-31,,,,
GBAMC-DRAFT-0461,gba_telemedicine,诊断记录（ICD-10）；检验检查数据；门诊病历；生命体征监测数据；影像报告,MO,CN,telemedicine,378,2024-06-12,,,,
GBAMC-DRAFT-0400,gba_telemedicine,诊断记录（ICD-10）；检验检查数据；门诊病历；生命体征监测数据；影像报告,MO,CN,telemedicine,11568,2024-02-19,,,,
GBAMC-DRAFT-0593,gba_storage_backup,诊断记录（ICD-10）；检验检查数据；可穿戴健康数据；生命体征监测数据；住院病历,HK,CN,storage_backup,244101,2024-11-05,,,,
GBAMC-DRAFT-0130,mo_to_sz_multicenter,肿瘤诊断记录；诊断记录（ICD-10）；内分泌疾病记录；检验检查数据；住院病历,MO,CN,clinical_trial,34126,2024-05-27,,,,
