pair_id,left_rule_id,right_rule_id,left_law,right_law,left_norm,right_norm,机器标记,校验标记,出现查询数,方向分布,AI裁决分布,AI冲突类型分布,AI依据分布,示例query,AI理由样例,专家裁决(无冲突/稳定冲突/场景依赖),专家冲突类型,专家压制方向,专家法理依据(lex_specialis/lex_superior/contextual/none),专家备注
P056,CN_GBA_HK_GUIDE_Art2,CN_PIPL_Art38_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,6,CN->HK:6,并存（按孰严执行）:6,一般与例外:4; 并行义务:2,lex_specialis:6,GBAMC-DRAFT-0255,PIPL第38条为出境一般路径，GBA指引为大湾区特别安排。两者并行适用，GBA标准合同可作为第38条第(四)项其他条件之一。,,,,,
P057,CN_GBA_HK_GUIDE_Art2,HK_PDPO_S33_NOTE,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,6,CN->HK:6,并存（按孰严执行）:6,并行义务:6,contextual:6,GBAMC-DRAFT-0240,香港第33条尚未生效，跨境移转仍受保障资料原则规管；GBA标准合同为内地出境便利安排，两者并行，不构成真冲突。,,,,,
P058,CN_GBA_HK_GUIDE_Art4,HK_PDPO_DPP1_003,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,6,CN->HK:6,并存（按孰严执行）:6,并行义务:6,contextual:6,GBAMC-DRAFT-0278,GBA指引要求告知同意且不得转出大湾区，香港要求收集时告知目的及移转对象；并行义务，均须履行。,,,,,
P059,CN_GBA_MO_GUIDE_Art4,FDA_21CFR314_80_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,FDA 21 CFR 314.80,规范性文件（实施指引）,美国联邦法规（域外）,跨法域; GBA指引相关; AI裁决不一致,cross_jurisdiction_exclusion_relation:3,6,CN->MO:6,右压制左:3; 并存（按孰严执行）:3,许可与禁止:6,contextual:6,GBAMC-DRAFT-0629,GBA指引禁止向大湾区以外再转移；FDA要求报告严重且非预期不良反应。若澳门接收方须向FDA报告，构成真冲突。消解路径：经主管机关批准、去标识化后报告或数据分流。,,,,,
P060,CN_GBA_MO_GUIDE_Art4,ICH_E2B_R3_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,ICH E2B(R3),规范性文件（实施指引）,国际技术标准（域外）,跨法域; GBA指引相关; AI裁决不一致,cross_jurisdiction_exclusion_relation:3,6,CN->MO:6,右压制左:3; 并存（按孰严执行）:3,许可与禁止:6,contextual:6,GBAMC-DRAFT-0629,GBA指引禁止向大湾区以外再转移；ICH E2B(R3)要求ICSR电子传输至监管机构。若澳门接收方须按ICH标准向域外监管机构传输，构成真冲突。消解路径：经主管机关批准、去标识化后传输或境内查阅不导出。,,,,,
P061,CN_GBA_MO_GUIDE_Art7,MO_PDPA_Art19_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,澳门《个人资料保护法》,规范性文件（实施指引）,澳门法律,跨法域; GBA指引相关; AI裁决不一致,cross_jurisdiction_exclusion_relation:1,6,CN->MO:6,并存（按孰严执行）:5; 右压制左:1,并行义务:4; 义务与许可:2,contextual:6,GBAMC-DRAFT-0604,GBA要求10个工作日内向粤网信办或澳门个资局备案；澳门PDPA要求适当性认定。两者并行：备案+适当性认定/个案许可，互不替代。,,,,,
P062,CN_PIPL_Art39_001,HK_PDPO_DPP1_003,个人信息保护法,香港《个人资料（私隐）条例》,法律,香港主体条例,跨法域,,6,CN->HK:6,并存（按孰严执行）:6,并行义务:6,none:5; contextual:1,GBAMC-DRAFT-0246,内地单独同意与香港告知义务并行不排斥，可同一告知文件同时满足；但GBA第4条告知同意不得低于PIPL单独同意标准。,,,,,
P063,HK_PDPO_CONSENT_DEF_001,HK_PDPO_DPP3_001,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,6,HK->CN:6,并存（按孰严执行）:6,并行义务:6,contextual:6,GBAMC-DRAFT-0006,订明同意定义与DPP3使用限制为同一同意机制的两个层面：若AI训练属新目的，须依定义取得明确、可证明且未撤回的同意，方可满足DPP3例外。,,,,,
P064,CN_GBA_HK_GUIDE_Art8,CN_OUTBOUND_Art7_002,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,促进和规范数据跨境流动规定,规范性文件（实施指引）,部门规章,跨法域; GBA指引相关,,5,CN->HK:5,并存（按孰严执行）:5,并行义务:4; 一般与例外:1,contextual:3; lex_specialis:2,GBAMC-DRAFT-0256,GBA标准合同备案与安全评估申报系不同程序，若走GBA路径需备案，若触发安全评估则需申报，两者并行不排斥。,,,,,
P065,CN_GBA_MO_GUIDE_Art2,CN_GDHMD_008,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,广东省健康医疗数据安全分类分级管理技术规范,规范性文件（实施指引）,团体标准（推荐性技术文件）,跨法域; GBA指引相关; AI裁决不一致,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,5,CN->MO:5,无冲突:3; 并存（按孰严执行）:2,并行义务:4; 强制与可选:1,none:5,GBAMC-DRAFT-0724,团体标准为推荐性技术文件，不创设法律义务，不得以3级数据假名化要求压制或替代GBA标准合同等法定出境路径；仅作分级参考。,,,,,
P066,CN_GDHMD_001,CN_OUTBOUND_Art7_002,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,normalized_weak_norm_to_not_conflict:5; normalized_basis_to_none:5,5,CN->MO:5,无冲突:5,强制与可选:5,none:5,GBAMC-DRAFT-0617,团体标准非法规，不创设国家审批义务；基因数据出境按PIPL及出境规定判断，不得以4级数据需国家审批压制法律。,,,,,
P067,CN_GDHMD_001,HK_PDPO_DPP1_002,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,5,HK->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0022,香港收集目的限制与广东团体标准分级建议并行；团体标准非法规，不创设国家审批义务，不构成冲突。,,,,,
P068,CN_GDHMD_008,CN_PIPL_Art39_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,AI裁决不一致,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,5,CN->MO:5,并存（按孰严执行）:3; 无冲突:2,并行义务:4; 强制与可选:1,none:5,GBAMC-DRAFT-0601,团体标准为推荐性技术文件，不创设法律义务，仅作分级参考；PIPL第39条单独同意为法定义务，两者并行。,,,,,
P069,CN_OUTBOUND_Art7_002,MO_PDPA_Art19_002,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,5,CN->MO:5,并存（按孰严执行）:5,义务与许可:4; 强制与可选:1,contextual:5,GBAMC-DRAFT-0607,内地要求敏感信息超1万人申报安全评估；澳门要求个案许可。两者均为前置程序，需同时完成，不构成排斥。,,,,,
P070,CN_PIPL_Art40_001,MO_PDPA_Art19_001,个人信息保护法,澳门《个人资料保护法》,法律,澳门法律,跨法域,,5,CN->MO:5,并存（按孰严执行）:5,并行义务:4; 义务与许可:1,contextual:5,GBAMC-DRAFT-0637,内地要求安全评估，澳门要求适当保护水平或个案许可，两程序并行，内地评估不替代澳门前置程序。,,,,,
P071,HK_PDPO_DPP1_002,HK_PDPO_DPP3_001,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,5,HK->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0006,同属香港PDPO，DPP1要求收集目的合法适度，DPP3要求使用限于原目的或直接相关用途；AI训练若超出原收集目的，须另行取得订明同意，二者并行不悖。,,,,,
P072,CN_GBA_HK_GUIDE_Art5,CN_PIPL_Art39_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,4,CN->HK:4,并存（按孰严执行）:4,并行义务:4,lex_specialis:2; none:1; contextual:1,GBAMC-DRAFT-0252,影响评估与告知单独同意系并行义务，互不排斥，须同时履行。,,,,,
P073,CN_GBA_HK_GUIDE_Art5,HK_PDPO_DPP4_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,4,CN->HK:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0280,GBA影响评估与HK DPP4保安措施均为并行义务，需同时履行，不构成冲突。,,,,,
P074,CN_GDHMD_022,MO_PDPA_Art19_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域; AI裁决不一致,normalized_weak_norm_to_not_conflict:2; normalized_basis_to_none:1,4,MO->CN:4,无冲突:2; 并存（按孰严执行）:2,并行义务:2; 一般与例外:1; 强制与可选:1,none:2; contextual:2,GBAMC-DRAFT-0125,ICD-10诊断编码移除标识属推荐性技术文件，不创设法律义务，不能替代澳门PDPA第19条对接收地保护水平的评估。,,,,,
P075,CN_OUTBOUND_Art5_004,CN_PIPL_Art39_001,促进和规范数据跨境流动规定,个人信息保护法,部门规章,法律,,,4,CN->HK:3; CN->MO:1,无冲突:4,并行义务:4,lex_specialis:4,GBAMC-DRAFT-0297,第5条豁免仅免除安全评估、标准合同、认证三项，不免除PIPL第39条告知与单独同意义务；二者为一般与例外关系，需同时满足。,,,,,
P076,CN_SPI_017,HK_PDPO_DPP3_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,4,HK->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0006,内地敏感个人信息识别指南为推荐性技术指南，仅供分类参考；香港PDPO DPP3为法定使用限制，二者非同一法域义务，不构成冲突，可并行参考。,,,,,
P077,CN_ADR_MEASURES_RETENTION_001,MO_PDPA_Art20_001,药物警戒记录保存规定,澳门《个人资料保护法》,部门规章/规范性文件,澳门法律,跨法域,,3,CN->MO:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0603,内地要求保存药物警戒记录备查，澳门允许基于明确同意等例外转移。保存与转移义务不排斥，可并行。,,,,,
P078,CN_GBA_HK_GUIDE_Art2,HK_PDPO_DPP3_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,3,CN->HK:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0280,GBA要求告知同意，HK DPP3要求订明同意用于新目的；两者并行，需同时满足两地同意要件。,,,,,
P079,CN_GBA_HK_GUIDE_Art4,HK_PDPO_CONSENT_DEF_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,3,CN->HK:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0305,GBA指引要求告知同意且不得低于PIPL单独同意；香港要求订明同意。两者可同时满足，取较严标准即可，不构成排斥。,,,,,
P080,CN_GBA_HK_GUIDE_Art8,HK_PDPO_DPP1_003,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,3,CN->HK:3,并存（按孰严执行）:3,并行义务:3,contextual:2; none:1,GBAMC-DRAFT-0252,内地备案与香港告知义务并行，互不替代，须同时满足。,,,,,
P081,CN_GBA_HK_GUIDE_Art8,HK_PDPO_DPP2_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,3,CN->HK:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0280,GBA备案与HK保留期限义务并行，需同时遵守，不构成冲突。,,,,,
P082,CN_GBA_HK_GUIDE_Art8,HK_PDPO_S33_NOTE,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,3,CN->HK:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0323,GBA要求标准合同备案，香港第33条未生效但公署建议合约保障。两者可并行，建议完成GBA备案并保留合同保障措施记录。,,,,,
P083,CN_GDHMD_001,HK_PDPO_DPP4_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0014,香港要求采取保安措施；广东团体标准建议基因数据匿名化。后者为推荐性技术文件，不创设法律义务，不构成排斥性冲突。,,,,,
P084,CN_GDHMD_001,HK_PDPO_S33_NOTE,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0110,香港第33条尚未生效，跨境移转仍受PDPO其他原则规管；广东团体标准无法律效力，二者并行不排斥。,,,,,
P085,CN_GDHMD_001,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域; AI裁决不一致,normalized_basis_to_none:2; normalized_weak_norm_to_not_conflict:1,3,MO->CN:3,并存（按孰严执行）:2; 无冲突:1,强制与可选:1; 一般与例外:1; 并行义务:1,none:2; contextual:1,GBAMC-DRAFT-0132,广东团体标准为推荐性技术文件，不创设法律义务，不得要求国家审批。澳门PDPA第20条为法律，具强制力，应优先适用。,,,,,
P086,CN_GDHMD_008,HK_PDPO_DPP4_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域; AI裁决不一致,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,3,HK->CN:3,并存（按孰严执行）:2; 无冲突:1,并行义务:2; 强制与可选:1,contextual:2; none:1,GBAMC-DRAFT-0006,广东团体标准关于3级数据跨境假名化、水印的要求为推荐性参考，不具强制力；香港PDPO DPP4的保安义务为法定要求，二者非同一义务，不得以团体标准替代或压制。,,,,,
P087,CN_GDHMD_018,HK_PDPO_DPP1_002,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0007,香港要求收集目的合法适度，广东团标建议影像去面部标识；可同时满足，属并行义务而非冲突。,,,,,
P088,CN_GDHMD_020,MO_PDPA_Art19_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,normalized_weak_norm_to_not_conflict:2; normalized_basis_to_none:1,3,MO->CN:3,无冲突:3,一般与例外:1; 并行义务:1; 强制与可选:1,none:2; contextual:1,GBAMC-DRAFT-0125,住院号哈希化属团体标准建议，非法律强制；澳门PDPA第19条适当保护要求仍须满足，二者非同一义务层级。,,,,,
P089,CN_GDHMD_022,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域; AI裁决不一致,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,3,MO->CN:3,并存（按孰严执行）:2; 无冲突:1,强制与可选:1; 一般与例外:1; 并行义务:1,contextual:2; none:1,GBAMC-DRAFT-0132,团体标准不创设法律义务，不得要求移除标识作为跨境条件。澳门PDPA第20条为法律，其转移例外应优先适用。,,,,,
P090,CN_GDHMD_023,HK_PDPO_DPP4_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0549,香港保安原则与广东团体标准生命体征加密建议并行；团体标准非法规，不构成压制或排斥，可同时采取更严措施。,,,,,
P091,CN_GDHMD_023,MO_PDPA_Art19_002,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域; AI裁决不一致,normalized_weak_norm_to_not_conflict:2; normalized_basis_to_none:2,3,MO->CN:3,无冲突:2; 并存（按孰严执行）:1,强制与可选:2; 义务与许可:1,none:2; contextual:1,GBAMC-DRAFT-0360,澳门法要求个案决定或适当保护认定，内地推荐性加密标准不构成澳门法下的适当性依据；须先满足澳门转移前置程序。,,,,,
P092,CN_OUTBOUND_Art7_002,CN_OUTBOUND_Art8_001,促进和规范数据跨境流动规定,促进和规范数据跨境流动规定,部门规章,部门规章,同法内关系; AI裁决不一致,,3,CN->MO:2; CN->HK:1,并存（按孰严执行）:2; 排除右:1,一般与例外:3,lex_specialis:3,GBAMC-DRAFT-0311,操作涉敏感个人信息且累计112904人，已超1万人敏感信息门槛，应适用第7条安全评估，第8条标准合同或认证路径被排除。,,,,,
P093,CN_OUTBOUND_Art8_001,MO_PDPA_Art19_002,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,3,CN->MO:3,并存（按孰严执行）:3,义务与许可:2; 并行义务:1,contextual:3,GBAMC-DRAFT-0738,内地要求订立标准合同或认证即可出境；澳门法要求先经适当性认定或个案许可。两者均为出境前置程序，义务不相互排斥，可并行履行，故为并存义务。,,,,,
P094,CN_SPI_001,HK_PDPO_DPP1_003,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0480,香港PDPO第1原则要求收集时告知目的、移转对象等；内地PIPL要求敏感个人信息告知并取得单独同意。两地告知同意义务并行不悖，可同时满足，取较严标准。,,,,,
P095,CN_SPI_107,HK_PDPO_DPP3_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0022,香港要求订明同意方可作新目的使用，内地指南仅作识别参考，两者并行不排斥，可同时满足。,,,,,
P096,CN_CSSPG_001,HK_PDPO_DPP3_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0062,香港要求使用限于原目的或直接相关目的并取得订明同意；内地指南仅界定敏感个人信息范围，不构成禁止。二者可并行，香港侧须先取得同意并告知跨境训练用途。,,,,,
P097,CN_GBA_HK_GUIDE_Art5,HK_PDPO_DPP1_002,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,2,CN->HK:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0286,内地要求影响评估，香港要求目的合法适度，二者并行不排斥，可合并开展评估并留存记录。,,,,,
P098,CN_GBA_HK_GUIDE_Art8,CN_OUTBOUND_Art8_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,促进和规范数据跨境流动规定,规范性文件（实施指引）,部门规章,跨法域; GBA指引相关,,2,CN->HK:2,并存（按孰严执行）:2,并行义务:2,contextual:1; lex_specialis:1,GBAMC-DRAFT-0261,GBA标准合同备案与出境规定标准合同/认证路径并行，互不替代，需同时履行备案与合同订立义务。,,,,,
P099,CN_GBA_MO_GUIDE_Art7,CN_HGR_RULES_Art36_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,人类遗传资源管理条例实施细则,规范性文件（实施指引）,部门规章（实施细则）,跨法域; GBA指引相关,,2,CN->MO:2,并存（按孰严执行）:2,并行义务:2,lex_specialis:2,GBAMC-DRAFT-0689,人类遗传资源信息对外提供向科技行政部门备案备份，与GBA标准合同向网信或澳门个资局备案系双轨并行程序，互不替代。,,,,,
P100,CN_GBA_MO_GUIDE_Art7,CN_OUTBOUND_Art8_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,促进和规范数据跨境流动规定,规范性文件（实施指引）,部门规章,跨法域; GBA指引相关,,2,CN->MO:2,并存（按孰严执行）:2,并行义务:1; 一般与例外:1,contextual:1; lex_specialis:1,GBAMC-DRAFT-0618,GBA标准合同备案与内地标准合同/认证路径并行；若走GBA路径，须在生效后10个工作日内向粤澳监管机构备案，不替代内地出境合规义务。,,,,,
P101,CN_GDHMD_001,CN_PIPL_Art38_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,,normalized_weak_norm_to_not_conflict:2; normalized_basis_to_none:2,2,CN->MO:2,无冲突:2,强制与可选:2,none:2,GBAMC-DRAFT-0751,团体标准非法规，不得以4级数据需国家审批压制法律；现行法无数据分级触发国家审批制度，仅作分级参考。,,,,,
P102,CN_GDHMD_008,CN_GDHMD_023,广东省健康医疗数据安全分类分级管理技术规范,广东省健康医疗数据安全分类分级管理技术规范,团体标准（推荐性技术文件）,团体标准（推荐性技术文件）,同法内关系,,2,MO->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:1; none:1,GBAMC-DRAFT-0368,检验检查报告与生命体征监测数据分属不同数据类型，分别适用假名化水印与DTLS加密要求，二者并行不排斥，可同时履行。,,,,,
P103,CN_GDHMD_008,CN_SPI_008,广东省健康医疗数据安全分类分级管理技术规范,网络安全标准实践指南 — 敏感个人信息识别指南,团体标准（推荐性技术文件）,技术指南（推荐性）,,,2,CN->HK:2,并存（按孰严执行）:2,并行义务:2,none:2,GBAMC-DRAFT-0273,用药记录属敏感个人信息，检验检查数据属3级；两者均为推荐性技术文件，不创设法律义务，仅作分级参考，并行适用不构成冲突。,,,,,
P104,CN_GDHMD_008,MO_PDPA_Art19_002,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,2,MO->CN:2,并存（按孰严执行）:2,强制与可选:1; 并行义务:1,contextual:2,GBAMC-DRAFT-0381,澳门个案许可为强制前置，广东团标假名化水印仅为推荐性技术措施，二者不排斥，可并行满足。,,,,,
P105,CN_GDHMD_008,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域; AI裁决不一致,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,2,MO->CN:2,无冲突:1; 并存（按孰严执行）:1,强制与可选:1; 一般与例外:1,none:1; contextual:1,GBAMC-DRAFT-0132,团体标准无强制力，不得要求假名化ID和水印作为跨境前提。澳门PDPA第20条为法律，其同意例外路径应优先。,,,,,
P106,CN_GDHMD_023,MO_PDPA_Art19_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,2,MO->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0366,澳门法适当保护要求与内地生命体征加密传输建议可并行满足，不构成义务排斥。,,,,,
P107,CN_GDHMD_030,MO_PDPA_Art19_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,normalized_weak_norm_to_not_conflict:2; normalized_basis_to_none:1,2,MO->CN:2,无冲突:2,一般与例外:1; 强制与可选:1,none:2,GBAMC-DRAFT-0125,LOINC代码去标识要求属团体标准，非法律强制；澳门PDPA第19条适当保护评估仍须独立进行。,,,,,
P108,CN_HGR_RULES_Art36_001,CN_OUTBOUND_Art5_004,人类遗传资源管理条例实施细则,促进和规范数据跨境流动规定,部门规章（实施细则）,部门规章,,,2,CN->HK:2,并存（按孰严执行）:2,并行义务:1; 一般与例外:1,contextual:1; lex_specialis:1,GBAMC-DRAFT-0282,第5条豁免仅免除安全评估、标准合同、认证三项，不免除人类遗传资源信息备案与信息备份义务，两者并行适用。,,,,,
P109,CN_SPI_001,MO_PDPA_Art19_002,网络安全标准实践指南 — 敏感个人信息识别指南,澳门《个人资料保护法》,技术指南（推荐性）,澳门法律,跨法域,,2,MO->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0185,澳门个案决定机制与内地敏感个人信息保护要求并行，不相互排斥，可同时履行。,,,,,
P110,CN_SPI_003,HK_PDPO_DPP1_003,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0571,香港告知义务与内地敏感个人信息保护规则并行适用，均要求告知与保护，不相互排斥。,,,,,
P111,CN_SPI_128,HK_PDPO_CONSENT_DEF_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0042,香港订明同意须书面可证；内地指南提示含医疗核心内容按敏感信息处理。可并行：取得书面同意并按敏感信息保护，无排斥。,,,,,
P112,HK_PDPO_DPP1_002,HK_PDPO_DPP1_003,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0033,收集目的须合法相关且不超乎适度，同时须告知用途及移转对象；两项义务并行，须同时满足。,,,,,
P113,CN_ADR_MEASURES_RETENTION_001,CN_GBA_MO_GUIDE_Art7,药物警戒记录保存规定,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,部门规章/规范性文件,规范性文件（实施指引）,跨法域; GBA指引相关,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0634,GBA标准合同备案与药物警戒记录保存分属不同程序，互不排斥；应分别履行备案与档案保存义务。,,,,,
P114,CN_ADR_MEASURES_RETENTION_001,MO_PDPA_Art19_002,药物警戒记录保存规定,澳门《个人资料保护法》,部门规章/规范性文件,澳门法律,跨法域,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0696,内地要求保存药物警戒记录以备核查，澳门要求转移须经适当性认定或个案许可，两者并行，应同时履行保存与澳门转移程序。,,,,,
P115,CN_CSSPG_001,CN_SPI_001,网络安全标准实践指南 — 敏感个人信息识别指南,网络安全标准实践指南 — 敏感个人信息识别指南,技术指南（推荐性）,技术指南（推荐性）,同法内关系,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0197,内地侧住院病历属敏感个人信息，血型未关联医疗就诊不属敏感信息，二者识别口径并行，均要求相应保护，不相互排斥。,,,,,
