pair_id,left_rule_id,right_rule_id,left_law,right_law,left_norm,right_norm,机器标记,校验标记,出现查询数,方向分布,AI裁决分布,AI冲突类型分布,AI依据分布,示例query,AI理由样例,专家裁决(无冲突/稳定冲突/场景依赖),专家冲突类型,专家压制方向,专家法理依据(lex_specialis/lex_superior/contextual/none),专家备注
P060,CN_GBA_HK_GUIDE_Art2,CN_PIPL_Art40_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,gba_quantitative_exemption_disputed:8,8,CN->HK:8,待定（口径未明）:8,并行义务:8,contextual:3; none:2; lex_specialis:2; lex_superior:1,GBAMC-DRAFT-0266,PIPL第40条对关键信息基础设施运营者等要求境内存储及安全评估，GBA指引不豁免该义务；二者并行，按孰严执行。,,,,,
P061,CN_GDHMD_001,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,normalized_basis_to_none:1,8,MO->CN:8,并存（按孰严执行）:8,并行义务:7; 一般与例外:1,contextual:7; none:1,GBAMC-DRAFT-0120,澳门法允许当事人明确同意等例外转移；广东团标建议基因数据跨境需审批。两者并行，澳门例外不豁免内地法定义务，但内地无此审批制度，团标仅为推荐。,,,,,
P062,CN_GDHMD_002,HK_PDPO_DPP4_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,8,HK->CN:8,并存（按孰严执行）:8,并行义务:8,contextual:8,GBAMC-DRAFT-0485,香港保安原则与内地团体标准加密要求并行，团体标准非法规但可作合规参考，义务并存。,,,,,
P063,CN_GDHMD_008,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,8,MO->CN:8,并存（按孰严执行）:8,并行义务:8,contextual:8,GBAMC-DRAFT-0146,澳门法例外情形与广东标准假名化建议并行适用；内地入境不触发内地出境安全评估，仅需遵守内地敏感信息处理规则。,,,,,
P064,CN_HGR_Art28_001,CN_OUTBOUND_Art7_002,人类遗传资源管理条例,促进和规范数据跨境流动规定,行政法规,部门规章,,,8,CN->HK:4; CN->MO:4,并存（按孰严执行）:8,并行义务:8,contextual:6; none:2,GBAMC-DRAFT-0294,基因测序数据出境既触发人类遗传资源备案/安全审查，又因敏感个人信息超1万人触发数据出境安全评估；两套义务并行。,,,,,
P065,CN_OUTBOUND_Art7_002,CN_PIPL_Art38_001,促进和规范数据跨境流动规定,个人信息保护法,部门规章,法律,,,8,CN->MO:7; CN->HK:1,并存（按孰严执行）:8,并行义务:7; 一般与例外:1,lex_specialis:5; lex_superior:3,GBAMC-DRAFT-0259,PIPL第38条为出境基本条件，第7条为敏感个人信息数量触发安全评估的具体化，二者并行不悖，应同时满足。,,,,,
P066,CN_GBA_MO_GUIDE_Art2,MO_PDPA_Art19_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,澳门《个人资料保护法》,规范性文件（实施指引）,澳门法律,跨法域; GBA指引相关,,7,CN->MO:7,并存（按孰严执行）:7,并行义务:7,contextual:7,GBAMC-DRAFT-0614,澳门PDPA要求接收地有适当保护水平，GBA标准合同为内地出境路径。分属不同法域，义务累积，不存在一方压制另一方。,,,,,
P067,CN_GDHMD_001,CN_PIPL_Art38_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,AI裁决不一致,normalized_basis_to_none:6,7,CN->MO:7,排除左:6; 无冲突:1,强制与可选:6; 并行义务:1,none:7,GBAMC-DRAFT-0617,团体标准非法规，其“4级数据需国家审批”无法律依据；现行法不存在以数据分级为触发要件的国家审批制度，不得据此压制PIPL出境条件。,,,,,
P068,CN_OUTBOUND_Art7_002,MO_PDPA_Art20_001,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,7,CN->MO:7,并存（按孰严执行）:7,并行义务:7,contextual:6; none:1,GBAMC-DRAFT-0609,内地要求超1万人敏感个人信息出境申报安全评估；澳门法在保护水平不足时设当事人同意等例外。两者分属内地与澳门法域，并行适用，不相互压制。,,,,,
P069,CN_PIPL_Art39_001,MO_PDPA_Art19_001,个人信息保护法,澳门《个人资料保护法》,法律,澳门法律,跨法域,,7,CN->MO:7,并存（按孰严执行）:7,并行义务:7,contextual:6; none:1,GBAMC-DRAFT-0620,内地PIPL第39条要求告知并单独同意；澳门PDPA第19条要求确保接收地适当保护水平。分属不同法域，义务累积适用，不存在一方压制另一方。,,,,,
P070,CN_SPI_017,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,7,HK->CN:7,并存（按孰严执行）:7,并行义务:7,contextual:7,GBAMC-DRAFT-0487,香港收集目的原则与内地敏感个人信息识别指南并行适用；膳食建议若与疾病治疗相关属敏感个人信息，两地义务累积，按孰严执行。,,,,,
P071,HK_PDPO_DPP1_003,HK_PDPO_DPP4_001,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,7,HK->CN:7,并存（按孰严执行）:7,并行义务:7,contextual:6; none:1,GBAMC-DRAFT-0015,告知义务与保安义务分属不同环节，均适用于本次跨境提供及训练操作，并行不冲突。,,,,,
P072,CN_GBA_HK_GUIDE_Art5,HK_PDPO_DPP1_002,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,6,CN->HK:6,并存（按孰严执行）:6,并行义务:6,contextual:6,GBAMC-DRAFT-0283,内地侧要求开展个人信息保护影响评估；香港侧要求收集目的合法适度。分属不同法域，义务累积适用，不存在压制关系。,,,,,
P073,CN_GBA_HK_GUIDE_Art8,HK_PDPO_S33_NOTE,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,6,CN->HK:6,并存（按孰严执行）:6,并行义务:6,contextual:6,GBAMC-DRAFT-0243,GBA指引第8条要求标准合同生效后10个工作日内向广东省网信办或香港资科办备案；香港PDPO第33条尚未生效，跨境移转仍受其他条文规管。两者并行，备案义务与PDPO保障原则应同时遵守。,,,,,
P074,CN_GBA_MO_GUIDE_Art2,CN_PIPL_Art40_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,gba_quantitative_exemption_disputed:6,6,CN->MO:6,待定（口径未明）:6,并行义务:5; 一般与例外:1,contextual:4; lex_superior:1; lex_specialis:1,GBAMC-DRAFT-0614,若处理者属关键信息基础设施运营者或达国家网信部门规定数量，须境内存储并通过安全评估；GBA标准合同不豁免该义务。两者并行，按孰严执行。,,,,,
P075,CN_GBA_MO_GUIDE_Art7,CN_PIPL_Art38_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,6,CN->MO:6,并存（按孰严执行）:6,并行义务:6,none:4; contextual:2,GBAMC-DRAFT-0611,GBA指引要求标准合同备案，PIPL第38条要求具备安全评估、认证或标准合同等条件之一。备案与合规条件并行，义务累积。,,,,,
P076,CN_GDHMD_002,HK_PDPO_DPP1_002,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,6,HK->CN:6,并存（按孰严执行）:6,并行义务:6,contextual:6,GBAMC-DRAFT-0486,香港收集目的原则与广东团体标准对可穿戴数据跨境回传的评估加密要求并行适用；团体标准非法规，不得压制香港条例，二者义务累积。,,,,,
P077,CN_HGR_Art28_001,CN_OUTBOUND_Art5_004,人类遗传资源管理条例,促进和规范数据跨境流动规定,行政法规,部门规章,,,6,CN->MO:6,并存（按孰严执行）:6,并行义务:3; 义务与许可:3,lex_specialis:5; none:1,GBAMC-DRAFT-0678,人类遗传资源管理条例第28条对向境外提供人类遗传资源信息设事先备案与信息备份义务，可能影响公众健康、国家安全和社会公共利益的还须安全审查；数据出境豁免规定不排除该特别义务。两者并行，应同时履行。,,,,,
P078,CN_SPI_001,HK_PDPO_DPP1_003,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,6,HK->CN:6,并存（按孰严执行）:6,并行义务:6,contextual:6,GBAMC-DRAFT-0490,香港告知义务与内地敏感个人信息告知同意并行，无相互排斥，按孰严执行。,,,,,
P079,HK_PDPO_DPP3_001,HK_PDPO_DPP4_001,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,6,HK->CN:6,并存（按孰严执行）:6,并行义务:6,contextual:5; none:1,GBAMC-DRAFT-0019,保安措施义务与使用限制义务并行，跨境AI训练场景下须同时确保资料安全及用途合规，不构成冲突。,,,,,
P080,CN_CSSPG_001,HK_PDPO_DPP3_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,5,HK->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0048,香港PDPO使用限制原则与内地敏感个人信息识别指南分属不同法域，义务并行累积，不存在一方压制另一方。,,,,,
P081,CN_GBA_HK_GUIDE_Art5,CN_PIPL_Art39_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,5,CN->HK:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0240,GBA指引第5条要求开展个人信息保护影响评估；PIPL第39条要求告知并取得单独同意。两者义务内容不同，均须履行，不构成冲突。,,,,,
P082,CN_GBA_HK_GUIDE_Art8,HK_PDPO_DPP4_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,5,CN->HK:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0261,GBA指引要求标准合同生效后10个工作日内备案；香港PDPO要求采取保安措施。两者并行，应同时履行。,,,,,
P083,CN_GBA_MO_GUIDE_Art2,MO_PDPA_Art19_002,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,澳门《个人资料保护法》,规范性文件（实施指引）,澳门法律,跨法域; GBA指引相关,,5,CN->MO:5,并存（按孰严执行）:5,并行义务:5,contextual:3; none:2,GBAMC-DRAFT-0693,若澳门当局认为内地法律体系未确保适当保护程度，可个案决定是否允许转移；GBA指引不排除澳门PDPA的个案审查，二者并行。,,,,,
P084,CN_GBA_MO_GUIDE_Art7,CN_OUTBOUND_Art7_002,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,促进和规范数据跨境流动规定,规范性文件（实施指引）,部门规章,跨法域; GBA指引相关,gba_quantitative_exemption_disputed:5,5,CN->MO:5,待定（口径未明）:5,并行义务:4; 义务与许可:1,contextual:4; none:1,GBAMC-DRAFT-0645,GBA指引要求标准合同备案，出境规定第7条要求安全评估申报。若适用GBA路径则备案，若触发第7条则评估，两者义务并存，按孰严执行。,,,,,
P085,CN_GBA_MO_GUIDE_Art7,MO_PDPA_Art19_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,澳门《个人资料保护法》,规范性文件（实施指引）,澳门法律,跨法域; GBA指引相关,,5,CN->MO:5,并存（按孰严执行）:5,并行义务:5,contextual:4; none:1,GBAMC-DRAFT-0664,内地侧标准合同备案与澳门侧PDPA第19条适当保护程度审查分属不同法域，义务累积适用，按孰严执行。,,,,,
P086,CN_GDHMD_001,CN_SPI_001,广东省健康医疗数据安全分类分级管理技术规范,网络安全标准实践指南 — 敏感个人信息识别指南,团体标准（推荐性技术文件）,技术指南（推荐性）,,,5,MO->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:4; none:1,GBAMC-DRAFT-0132,团体标准与推荐性技术指南均非法律，仅并行提示基因数据与医疗健康信息的分类保护要求，不构成义务排斥或规范冲突。,,,,,
P087,CN_GDHMD_002,HK_PDPO_DPP3_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,5,HK->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0481,香港使用限制原则与内地团体标准跨境回传要求分属不同法域，义务并存，应按孰严执行，不构成相互排斥。,,,,,
P088,CN_GDHMD_023,CN_PIPL_Art39_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,AI裁决不一致,normalized_basis_to_none:4,5,CN->MO:5,排除左:3; 无冲突:2,强制与可选:4; 并行义务:1,none:5,GBAMC-DRAFT-0736,生命体征监测数据跨境传输加密要求属推荐性技术标准，不能替代PIPL第39条告知与单独同意义务。二者层级不同，技术标准不压制法律义务。,,,,,
P089,CN_GDHMD_023,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,5,MO->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0406,澳门法例外机制与内地团体标准加密要求并行，均适用于本次澳门向内地提供数据操作，应按孰严标准同时执行。,,,,,
P090,CN_HGR_RULES_Art36_001,CN_OUTBOUND_Art7_002,人类遗传资源管理条例实施细则,促进和规范数据跨境流动规定,部门规章（实施细则）,部门规章,,,5,CN->MO:5,并存（按孰严执行）:5,并行义务:5,lex_specialis:3; none:2,GBAMC-DRAFT-0614,人类遗传资源信息出境备案备份与敏感个人信息出境安全评估分属不同制度，并行适用，不相互替代，应同时履行。,,,,,
P091,CN_OUTBOUND_Art8_001,MO_PDPA_Art19_001,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,5,CN->MO:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0618,内地要求标准合同或认证；澳门要求确保接收地适当保护水平。分属不同法域，义务累积适用。,,,,,
P092,CN_CSSPG_001,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,4,HK->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0002,香港PDPO收集目的原则与内地敏感个人信息识别指南分属不同法域，前者为强制条例，后者为推荐性指南，义务并存，按孰严执行。,,,,,
P093,CN_CSSPG_001,HK_PDPO_DPP4_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,4,HK->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0040,香港保安措施原则与内地敏感个人信息识别指南并行适用，义务累积；指南为推荐性技术指南，不得据此要求安全评估或境内存储。,,,,,
P094,CN_GBA_MO_GUIDE_Art4,MO_PDPA_Art20_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,澳门《个人资料保护法》,规范性文件（实施指引）,澳门法律,跨法域; GBA指引相关,,4,CN->MO:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0693,澳门PDPA例外情形包括资料当事人明确同意等；GBA指引要求告知或取得同意。两者均为同意相关义务，并行适用，不构成排斥。,,,,,
P095,CN_GDHMD_022,CN_PIPL_Art38_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,,normalized_basis_to_none:4,4,CN->MO:4,排除左:4,强制与可选:4,none:4,GBAMC-DRAFT-0625,CN_GDHMD_022系团体标准，要求诊断编码跨境DRG结算移除患者标识，但非法规。PIPL第38条为法律，出境条件以法律和部门规章为准，团体标准不得替代或压制法律义务。,,,,,
P096,CN_GDHMD_023,CN_PIPL_Art38_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,AI裁决不一致,normalized_basis_to_none:4,4,CN->MO:4,排除左:3; 无冲突:1,强制与可选:4,none:4,GBAMC-DRAFT-0759,团体标准推荐的DTLS加密属技术指引，不能替代PIPL第38条要求的出境法定条件。生命体征数据出境仍须满足安全评估、标准合同或认证等法定路径。,,,,,
P097,CN_GDHMD_023,HK_PDPO_DPP1_002,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,4,HK->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0482,香港收集目的原则与广东团体标准加密建议并行适用；团体标准非法规，不得压制香港条例，两者义务累积，按孰严执行。,,,,,
P098,CN_GDHMD_023,HK_PDPO_DPP3_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,4,HK->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0483,香港使用限制原则与广东团体标准加密传输要求并行；团体标准非法规，不得压制香港条例，二者义务累积适用。,,,,,
P099,CN_GDHMD_023,MO_PDPA_Art19_002,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,4,MO->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0398,内地团标建议DTLS 1.3加密，澳门PDPA授权当局个案决定；二者分属不同法域且性质不同，并行适用，不构成冲突。,,,,,
P100,CN_HGR_RULES_Art36_001,CN_OUTBOUND_Art8_001,人类遗传资源管理条例实施细则,促进和规范数据跨境流动规定,部门规章（实施细则）,部门规章,,,4,CN->MO:4,并存（按孰严执行）:4,并行义务:4,contextual:2; lex_specialis:2,GBAMC-DRAFT-0649,人类遗传资源信息出境备案备份与个人信息出境标准合同/认证并行，均须履行，不构成冲突。,,,,,
P101,CN_OUTBOUND_Art7_002,CN_PIPL_Art40_001,促进和规范数据跨境流动规定,个人信息保护法,部门规章,法律,,,4,CN->HK:4,并存（按孰严执行）:4,并行义务:4,lex_superior:3; none:1,GBAMC-DRAFT-0259,PIPL第40条针对关键信息基础设施运营者及达量处理者的境内存储与安全评估义务，第7条为具体数量门槛，二者并行适用。,,,,,
P102,CN_OUTBOUND_Art7_002,CN_SPI_008,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,,,4,CN->MO:4,并存（按孰严执行）:4,并行义务:4,contextual:3; none:1,GBAMC-DRAFT-0664,用药记录属敏感个人信息，与第7条敏感个人信息超1万人申报安全评估的规则并行适用，不构成冲突。,,,,,
P103,CN_PIPL_Art39_001,HK_PDPO_DPP3_001,个人信息保护法,香港《个人资料（私隐）条例》,法律,香港主体条例,跨法域,,4,CN->HK:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0240,香港PDPO第3原则限制资料使用目的；内地PIPL第39条要求告知并取得单独同意。两者均要求目的限定与同意，并行不冲突。,,,,,
P104,HK_PDPO_DPP1_003,HK_PDPO_DPP3_001,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,4,HK->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0019,告知义务与使用限制义务并行，均要求资料当事人同意或目的直接相关，对本次操作同时适用，不构成冲突。,,,,,
P105,MO_PDPA_Art19_001,MO_PDPA_Art19_002,澳门《个人资料保护法》,澳门《个人资料保护法》,澳门法律,澳门法律,同法内关系,,4,MO->CN:4,并存（按孰严执行）:4,一般与例外:4,lex_specialis:4,GBAMC-DRAFT-0367,第19条第1款为原则禁止，第2款为无适当保护水平时的个案例外，二者属一般与例外关系，应并存适用，由澳门当局个案决定。,,,,,
P106,CN_GBA_HK_GUIDE_Art4,HK_PDPO_DPP1_002,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,3,CN->HK:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0322,GBA指引要求跨境前告知或取得同意且不得向大湾区外提供；香港PDPO要求收集目的合法、适度且方式公平。两规则并行，应同时满足。,,,,,
P107,CN_GBA_HK_GUIDE_Art5,CN_GBA_HK_GUIDE_Art8,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,规范性文件（实施指引）,规范性文件（实施指引）,同法内关系; 跨法域; GBA指引相关,,3,CN->HK:3,并存（按孰严执行）:3,并行义务:3,contextual:2; none:1,GBAMC-DRAFT-0269,影响评估与合同备案系GBA路径下并行程序义务，互不排斥，应同时履行。,,,,,
P108,CN_GBA_HK_GUIDE_Art5,HK_PDPO_DPP3_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,3,CN->HK:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0261,GBA指引要求出境前开展个人信息保护影响评估；香港PDPO要求使用限制于收集目的或直接相关用途。两者并行，应同时遵守。,,,,,
P109,CN_GDHMD_003,CN_PIPL_Art38_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,,normalized_basis_to_none:3,3,CN->MO:3,排除左:3,强制与可选:3,none:3,GBAMC-DRAFT-0625,CN_GDHMD_003系团体标准，非法规，不得以数据分级触发国家审批。PIPL第38条为法律，出境条件以法律、行政法规和部门规章为准，团体标准不能压制或替代。,,,,,
P110,CN_GDHMD_008,HK_PDPO_DPP3_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0009,香港PDPO第3原则限制使用目的，广东团标建议检验影像跨境需假名化水印；两者并行适用，不构成冲突，按累积义务执行。,,,,,
P111,CN_HGR_Art28_001,CN_OUTBOUND_Art8_001,人类遗传资源管理条例,促进和规范数据跨境流动规定,行政法规,部门规章,,,3,CN->MO:3,并存（按孰严执行）:3,并行义务:3,none:2; lex_specialis:1,GBAMC-DRAFT-0623,基因测序数据向澳门提供，既触发人类遗传资源信息对外提供备案备份义务，又触发个人信息出境标准合同/认证义务。两套制度并行，应同时履行。,,,,,
P112,CN_OUTBOUND_Art5_004,CN_SPI_015,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,AI裁决不一致,normalized_basis_to_none:3,3,CN->MO:3,排除右:2; 排除左:1,一般与例外:3,none:3,GBAMC-DRAFT-0797,睡眠监测报告属敏感个人信息，第5条豁免仅适用于不含敏感个人信息且不满10万人的情形；本案涉及敏感个人信息，第5条豁免不适用。,,,,,
P113,CN_OUTBOUND_Art8_001,CN_SPI_008,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,,,3,CN->MO:3,并存（按孰严执行）:3,并行义务:3,contextual:2; none:1,GBAMC-DRAFT-0634,用药记录属敏感个人信息，触发PIPL及出境规定中敏感个人信息保护与出境条件；技术指南与部门规章并行适用，不构成排斥。,,,,,
P114,CN_OUTBOUND_Art8_001,MO_PDPA_Art20_001,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,3,CN->MO:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0613,内地侧因不满1万人敏感个人信息应订立标准合同或认证；澳门侧可依当事人明确同意等例外转移。两法域义务并行，不相互排斥。,,,,,
P115,CN_SPI_001,HK_PDPO_S33_NOTE,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0508,香港第33条未生效，跨境移转仍受PDPO原则规管；内地敏感个人信息规则并行适用，义务累积。,,,,,
P116,CN_SPI_015,MO_PDPA_Art19_001,网络安全标准实践指南 — 敏感个人信息识别指南,澳门《个人资料保护法》,技术指南（推荐性）,澳门法律,跨法域,,3,MO->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0363,澳门法律要求出境适当保护，内地推荐性指南将睡眠监测报告列为敏感个人信息；二者并行，不构成排斥性冲突。,,,,,
P117,CN_SPI_128,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0005,香港PDPO第1原则要求收集目的合法适度；内地指南提示健康管理档案含医疗核心内容时按敏感信息处理。两者分属不同法域，义务并存，不构成冲突。,,,,,
P118,CN_GBA_HK_GUIDE_Art8,CN_PIPL_Art38_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,2,CN->HK:2,并存（按孰严执行）:2,并行义务:2,contextual:1; none:1,GBAMC-DRAFT-0297,GBA指引要求标准合同生效后10个工作日内备案；PIPL第38条要求订立标准合同。备案与订立为并行程序义务，不排斥，义务累积。,,,,,
P119,CN_GBA_MO_GUIDE_Art4,MO_PDPA_Art19_002,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,澳门《个人资料保护法》,规范性文件（实施指引）,澳门法律,跨法域; GBA指引相关,,2,CN->MO:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0614,澳门当局个案决定与内地告知同意义务并行。分属不同法域，义务累积，按孰严执行。,,,,,
P120,CN_GDHMD_001,CN_OUTBOUND_Art7_002,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,normalized_basis_to_none:2,2,CN->MO:2,排除左:2,强制与可选:2,none:2,GBAMC-DRAFT-0687,团体标准非法规，不得以4级数据需国家审批压制部门规章；现行法无数据分级触发国家审批制度。,,,,,
P121,CN_GDHMD_001,HK_PDPO_S33_NOTE,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0059,香港第33条未生效，跨境移转仍受PDPO其他原则规管；内地团体标准无域外效力，二者并行。,,,,,
P122,CN_GDHMD_002,HK_PDPO_DPP1_003,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0544,香港PDPO告知义务与广东团标可穿戴数据跨境回传要求并行，分属不同法域，义务并存，按孰严执行。,,,,,
