pair_id,left_rule_id,right_rule_id,left_law,right_law,left_norm,right_norm,机器标记,校验标记,出现查询数,方向分布,AI裁决分布,AI冲突类型分布,AI依据分布,示例query,AI理由样例,专家裁决(无冲突/稳定冲突/场景依赖),专家冲突类型,专家压制方向,专家法理依据(lex_specialis/lex_superior/contextual/none),专家备注
P064,CN_GDHMD_023,MO_PDPA_Art19_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,9,MO->CN:9,并存（按孰严执行）:9,并行义务:9,contextual:9,GBAMC-DRAFT-0369,生命体征数据加密传输要求为推荐性技术文件，不创设法律义务；与澳门PDPA转移规则并行适用，按孰严执行。,,,,,
P065,CN_OUTBOUND_Art7_002,MO_PDPA_Art19_001,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,9,CN->MO:9,并存（按孰严执行）:9,并行义务:9,contextual:9,GBAMC-DRAFT-0604,内地安全评估与澳门适当保护程度审查分属不同法域，义务累积适用，按孰严执行，不存在一方压制另一方。,,,,,
P066,CN_SPI_128,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,9,HK->CN:9,并存（按孰严执行）:9,并行义务:9,contextual:9,GBAMC-DRAFT-0010,香港收集目的原则与内地敏感信息识别指南分属不同法域，并行适用；指南为推荐性，不压制香港法定义务。,,,,,
P067,CN_GBA_HK_GUIDE_Art8,HK_PDPO_DPP4_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,8,CN->HK:8,并存（按孰严执行）:8,并行义务:8,contextual:8,GBAMC-DRAFT-0247,GBA标准合同备案与香港保安措施义务并行，互不替代，应同时履行。,,,,,
P068,CN_GDHMD_008,CN_OUTBOUND_Art5_004,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,,8,CN->HK:6; CN->MO:2,无冲突:8,并行义务:7; 强制与可选:1,none:8,GBAMC-DRAFT-0261,团体标准仅推荐性技术参考，不创设法律义务，不得压制或排除部门规章。两者无规范冲突。,,,,,
P069,CN_GDHMD_001,HK_PDPO_DPP1_002,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,7,HK->CN:7,并存（按孰严执行）:7,并行义务:7,contextual:7,GBAMC-DRAFT-0027,香港PDPO第1原则与广东团体标准分属不同法域，义务并行；团体标准非法规，不压制PDPO，亦不创设审批义务。,,,,,
P070,CN_PIPL_Art38_001,CN_PIPL_Art40_001,个人信息保护法,个人信息保护法,法律,法律,同法内关系,,7,CN->HK:7,并存（按孰严执行）:7,并行义务:6; 一般与例外:1,lex_specialis:7,GBAMC-DRAFT-0258,第38条为出境路径一般规定，第40条为CIIO或达量主体特别规定；主体非CIIO但累计规模需审核，两项义务并行保留。,,,,,
P071,CN_CSSPG_001,HK_PDPO_DPP3_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,6,HK->CN:6,并存（按孰严执行）:6,并行义务:6,contextual:6,GBAMC-DRAFT-0031,香港使用限制原则与内地敏感个人信息识别指南分属不同法域，义务并行不排斥，应同时遵守，按孰严执行。,,,,,
P072,CN_GBA_MO_GUIDE_Art7,CN_HGR_RULES_Art36_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,人类遗传资源管理条例实施细则,规范性文件（实施指引）,部门规章（实施细则）,跨法域; GBA指引相关,,6,CN->MO:6,并存（按孰严执行）:6,并行义务:6,contextual:3; none:2; lex_specialis:1,GBAMC-DRAFT-0614,实施细则第36条的人类遗传资源备案/备份与GBA标准合同备案并行，须同时履行，不构成相互排斥。,,,,,
P073,HK_PDPO_DPP1_002,HK_PDPO_DPP4_001,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,6,HK->CN:6,并存（按孰严执行）:6,并行义务:6,contextual:5; none:1,GBAMC-DRAFT-0017,收集目的限制与保安措施义务并行，须同时遵守，不构成冲突。,,,,,
P074,CN_CSSPG_001,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,5,HK->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0493,香港PDPO收集目的限制与内地敏感个人信息识别指南分属不同法域，义务并行不排斥，按孰严执行。,,,,,
P075,CN_GBA_HK_GUIDE_Art5,CN_GBA_HK_GUIDE_Art8,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,规范性文件（实施指引）,规范性文件（实施指引）,同法内关系; 跨法域; GBA指引相关,,5,CN->HK:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0242,影响评估与备案系GBA指引下并行程序，互不替代，应同时履行。,,,,,
P076,CN_GDHMD_001,CN_GDHMD_008,广东省健康医疗数据安全分类分级管理技术规范,广东省健康医疗数据安全分类分级管理技术规范,团体标准（推荐性技术文件）,团体标准（推荐性技术文件）,同法内关系; AI裁决不一致,,5,HK->CN:5,并存（按孰严执行）:4; 无冲突:1,并行义务:5,none:3; contextual:2,GBAMC-DRAFT-0025,二者均为广东团体标准推荐性技术文件，分别对基因数据与检验影像数据作分级参考，不创设法律义务，也不构成审批冲突。,,,,,
P077,CN_GDHMD_002,HK_PDPO_DPP1_002,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,5,HK->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0481,香港收集目的合法适度要求与内地可穿戴数据加密及影响评估要求并行，分属不同法域，义务并存按孰严执行。,,,,,
P078,CN_GDHMD_002,HK_PDPO_DPP3_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,5,HK->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0481,香港使用限制与内地可穿戴数据跨境回传加密要求并行，分属不同法域，义务并存。,,,,,
P079,CN_GDHMD_008,MO_PDPA_Art19_002,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,5,MO->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0161,广东团体标准仅作数据分级参考，不产生审批或压制效力；澳门PDPA第19条第2款为澳门法下个案决定机制。二者并行，不构成冲突。,,,,,
P080,CN_HGR_Art28_001,CN_HGR_RULES_Art36_001,人类遗传资源管理条例,人类遗传资源管理条例实施细则,行政法规,部门规章（实施细则）,,,5,CN->MO:5,并存（按孰严执行）:5,并行义务:5,lex_specialis:5,GBAMC-DRAFT-0733,基因测序数据属人类遗传资源信息，向澳门提供须事先备案并提交信息备份；可能影响公益安全时还须安全审查。二者并行。,,,,,
P081,CN_SPI_001,MO_PDPA_Art20_001,网络安全标准实践指南 — 敏感个人信息识别指南,澳门《个人资料保护法》,技术指南（推荐性）,澳门法律,跨法域,,5,MO->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0133,澳门明确同意例外与内地敏感个人信息保护并行；澳门同意不能替代内地单独同意，内地规则亦不豁免澳门法义务。,,,,,
P082,CN_SPI_128,HK_PDPO_DPP3_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,5,HK->CN:5,并存（按孰严执行）:5,并行义务:5,contextual:5,GBAMC-DRAFT-0033,香港使用限制原则要求目的限定与同意，内地指南仅作敏感信息识别参考，二者并行不排斥，按孰严执行。,,,,,
P083,CN_GBA_MO_GUIDE_Art7,MO_PDPA_Art20_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,澳门《个人资料保护法》,规范性文件（实施指引）,澳门法律,跨法域; GBA指引相关,,4,CN->MO:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0643,GBA标准合同备案与澳门PDPA第20条明确同意例外为并行程序，互不替代，须同时满足。,,,,,
P084,CN_GDHMD_001,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,4,MO->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0190,澳门明确同意例外与广东团体标准分级建议分属不同法域且后者非法规，不构成压制；并行适用，团体标准仅作分级参考，不得作为国家审批依据。,,,,,
P085,CN_GDHMD_003,CN_PIPL_Art38_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,,,4,CN->MO:4,无冲突:4,并行义务:4,none:4,GBAMC-DRAFT-0615,团体标准非法规，不创设法律义务，不得作为审批或压制依据。仅作数据分级参考，与PIPL出境路径不构成规范冲突。,,,,,
P086,CN_GDHMD_008,CN_GDHMD_023,广东省健康医疗数据安全分类分级管理技术规范,广东省健康医疗数据安全分类分级管理技术规范,团体标准（推荐性技术文件）,团体标准（推荐性技术文件）,同法内关系,,4,MO->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:2; none:2,GBAMC-DRAFT-0390,两项均为广东团体标准，分别对检验检查报告与生命体征提出假名化、水印及加密要求；属并行技术参考义务，不构成规范冲突。,,,,,
P087,CN_OUTBOUND_Art5_004,CN_SPI_015,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,,normalized_element_relationship:4,4,CN->MO:4,不竞合（要件互斥）:4,构成要件关系:4,none:4,GBAMC-DRAFT-0737,睡眠监测报告属敏感个人信息，第5条豁免仅限不含敏感个人信息；涉及敏感个人信息时第5条不适用。,,,,,
P088,CN_PIPL_Art38_001,HK_PDPO_DPP4_001,个人信息保护法,香港《个人资料（私隐）条例》,法律,香港主体条例,跨法域,,4,CN->HK:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0258,内地出境路径义务与香港PDPO保安原则分属不同法域，义务累积适用，按孰严执行，不存在一方压制另一方。,,,,,
P089,CN_PIPL_Art39_001,MO_PDPA_Art19_001,个人信息保护法,澳门《个人资料保护法》,法律,澳门法律,跨法域,,4,CN->MO:4,并存（按孰严执行）:4,并行义务:4,none:3; contextual:1,GBAMC-DRAFT-0614,澳门PDPA第19条适当保护程度要求与内地PIPL第39条单独同意分属不同法域，义务累积适用，按孰严执行。,,,,,
P090,CN_SPI_001,HK_PDPO_S33_NOTE,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,4,HK->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:4,GBAMC-DRAFT-0514,香港第33条未生效，跨境移转仍受PDPO其他条文规管；与内地敏感个人信息规则并行适用，无排斥。,,,,,
P091,HK_PDPO_DPP3_001,HK_PDPO_S33_NOTE,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,4,HK->CN:4,并存（按孰严执行）:4,并行义务:4,contextual:3; none:1,GBAMC-DRAFT-0011,第33条未生效，跨境移转仍受保障资料原则规管，二者并行适用，义务累积。,,,,,
P092,CN_GDHMD_002,HK_PDPO_DPP1_003,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0481,香港告知义务与内地敏感个人信息影响评估、加密要求并行，不相互排斥，应同时履行。,,,,,
P093,CN_GDHMD_003,CN_OUTBOUND_Art7_002,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,,3,CN->MO:3,无冲突:3,并行义务:2; 强制与可选:1,none:3,GBAMC-DRAFT-0612,广东省健康医疗数据安全分类分级管理技术规范系团体标准，不创设法律义务，不得以4级数据需国家审批压制部门规章。现行法无数据分级触发国家审批制度。,,,,,
P094,CN_GDHMD_008,CN_PIPL_Art39_001,广东省健康医疗数据安全分类分级管理技术规范,个人信息保护法,团体标准（推荐性技术文件）,法律,,,3,CN->MO:3,无冲突:3,并行义务:2; 强制与可选:1,none:3,GBAMC-DRAFT-0664,团体标准建议假名化与水印，属技术参考，不替代PIPL第39条单独同意义务，亦不构成冲突。,,,,,
P095,CN_GDHMD_023,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,3,MO->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0395,生命体征数据分级与加密要求属推荐性技术文件，澳门PDPA第20条为澳门法转移例外，二者并行，按孰严执行。,,,,,
P096,CN_OUTBOUND_Art5_004,CN_PIPL_Art39_001,促进和规范数据跨境流动规定,个人信息保护法,部门规章,法律,,,3,CN->HK:3,无冲突:3,并行义务:3,lex_specialis:2; none:1,GBAMC-DRAFT-0249,第5条豁免仅免除安全评估、标准合同、认证三项，不免除PIPL第39条告知与单独同意义务，两者并行。,,,,,
P097,CN_OUTBOUND_Art7_002,CN_SPI_015,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,AI裁决不一致,,3,CN->MO:3,无冲突:2; 并存（按孰严执行）:1,并行义务:3,none:2; contextual:1,GBAMC-DRAFT-0738,技术指南仅用于识别敏感个人信息，不创设独立义务。其识别结果支持适用出境规定第7条，两者并行不构成冲突。,,,,,
P098,CN_OUTBOUND_Art8_001,MO_PDPA_Art19_001,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,3,CN->MO:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0668,内地出境标准合同/认证与澳门PDPA第19条适当保护程度要求并行，跨法域义务并存，按孰严执行。,,,,,
P099,CN_SPI_107,HK_PDPO_S33_NOTE,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:3,GBAMC-DRAFT-0059,香港第33条未生效，跨境仍受保障资料原则规管；内地识别指南不适用于入境方向，二者并行，无排斥关系。,,,,,
P100,HK_PDPO_DPP1_002,HK_PDPO_DPP1_003,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,3,HK->CN:3,并存（按孰严执行）:3,并行义务:3,contextual:2; none:1,GBAMC-DRAFT-0017,同属香港PDPO保障资料第1原则，一为收集目的与适度，一为告知义务，二者并行不排斥，须同时遵守。,,,,,
P101,HK_PDPO_DPP1_002,HK_PDPO_S33_NOTE,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,3,HK->CN:2; CN->HK:1,并存（按孰严执行）:3,并行义务:3,contextual:2; none:1,GBAMC-DRAFT-0311,第33条未生效，跨境移转仍受保障资料原则规管；两规则并行，须遵守PDPO其他条文。,,,,,
P102,CN_CSSPG_001,CN_SPI_001,网络安全标准实践指南 — 敏感个人信息识别指南,网络安全标准实践指南 — 敏感个人信息识别指南,技术指南（推荐性）,技术指南（推荐性）,同法内关系; AI裁决不一致,,2,HK->CN:2,并存（按孰严执行）:1; 无冲突:1,并行义务:2,contextual:2,GBAMC-DRAFT-0483,同属推荐性技术指南，分别界定住院病历为敏感信息、血型未关联疾病时不属敏感信息，并行参考不冲突。,,,,,
P103,CN_CSSPG_001,HK_PDPO_DPP4_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0047,香港保安措施原则与内地敏感个人信息识别指南并行适用，分属不同法域且无排斥；指南为推荐性技术文件，不创设法律义务，按孰严标准累积执行。,,,,,
P104,CN_GDHMD_001,CN_SPI_001,广东省健康医疗数据安全分类分级管理技术规范,网络安全标准实践指南 — 敏感个人信息识别指南,团体标准（推荐性技术文件）,技术指南（推荐性）,,,2,MO->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0139,内地敏感个人信息识别指南与广东团体标准均属推荐性技术文件，仅供分类分级参考，不创设跨境审批义务；二者并行参考，不构成冲突。,,,,,
P105,CN_GDHMD_002,CN_GDHMD_023,广东省健康医疗数据安全分类分级管理技术规范,广东省健康医疗数据安全分类分级管理技术规范,团体标准（推荐性技术文件）,团体标准（推荐性技术文件）,同法内关系,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0500,均为推荐性团体标准，仅供分级参考，不创设法律义务，并行适用不构成冲突。,,,,,
P106,CN_GDHMD_022,CN_OUTBOUND_Art7_002,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,,2,CN->MO:2,无冲突:2,并行义务:2,none:2,GBAMC-DRAFT-0664,团体标准建议移除患者标识，属技术参考，不改变第7条安全评估的法定触发要件，不构成冲突。,,,,,
P107,CN_GDHMD_023,CN_OUTBOUND_Art7_002,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,,2,CN->MO:2,无冲突:2,并行义务:2,none:2,GBAMC-DRAFT-0729,团体标准建议DTLS 1.3加密传输，属技术参考，不创设法律义务。与第7条安全评估义务并行，不构成规范冲突。,,,,,
P108,CN_GDHMD_023,HK_PDPO_DPP3_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0506,香港使用限制原则与内地推荐性分级标准并行适用，团体标准不创设法律义务，不得压制香港法定义务，二者累积。,,,,,
P109,CN_GDHMD_023,MO_PDPA_Art19_002,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,2,MO->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0394,团体标准不构成法律义务，澳门PDPA第19条第2款为澳门法下个案决定机制；二者并行适用，不存在一方压制另一方。,,,,,
P110,CN_OUTBOUND_Art7_002,CN_SPI_008,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,AI裁决不一致,,2,CN->MO:2,并存（按孰严执行）:1; 无冲突:1,并行义务:2,none:2,GBAMC-DRAFT-0664,用药记录属敏感个人信息，第7条据此触发安全评估。技术指南与部门规章并行适用，不构成冲突。,,,,,
P111,CN_OUTBOUND_Art7_002,MO_PDPA_Art20_001,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,2,CN->MO:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0602,内地要求安全评估；澳门法下明确同意可作为转移例外。两者分属不同法域，并行适用，澳门例外不能替代内地安全评估义务。,,,,,
P112,CN_SPI_017,HK_PDPO_DPP1_003,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0493,香港告知义务与内地敏感个人信息识别规则并行适用，不存在一方压制另一方，应累积遵守。,,,,,
P113,CN_SPI_017,HK_PDPO_DPP3_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0534,香港使用限制原则与内地敏感个人信息保护规则分属不同法域，义务并行不悖，应同时遵守，按孰严执行。,,,,,
P114,CN_SPI_107,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,contextual:2,GBAMC-DRAFT-0001,香港收集目的原则与内地敏感个人信息识别指南分属不同法域，并行适用；指南为推荐性，不构成冲突。,,,,,
P115,HK_PDPO_DPP1_003,HK_PDPO_S33_NOTE,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,2,HK->CN:2,并存（按孰严执行）:2,并行义务:2,none:1; contextual:1,GBAMC-DRAFT-0017,第33条未生效，告知义务与现行跨境指引建议并行，须同时遵守。,,,,,
P116,CN_GBA_HK_GUIDE_Art5,CN_OUTBOUND_Art7_002,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,促进和规范数据跨境流动规定,规范性文件（实施指引）,部门规章,跨法域; GBA指引相关,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0315,GBA指引第5条影响评估与第7条安全评估并行，不相互替代，义务累积。,,,,,
P117,CN_GBA_HK_GUIDE_Art5,CN_OUTBOUND_Art8_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,促进和规范数据跨境流动规定,规范性文件（实施指引）,部门规章,跨法域; GBA指引相关,,1,CN->HK:1,并存（按孰严执行）:1,一般与例外:1,contextual:1,GBAMC-DRAFT-0337,GBA指引对数量限制存在豁免口径，但内地规定晚出且衔接未明；涉及敏感个人信息超1万人争议，暂按并存处理，须同时评估两条路径。,,,,,
P118,CN_GBA_HK_GUIDE_Art5,CN_PIPL_Art39_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0307,GBA影响评估与PIPL单独同意系不同程序义务，并行不悖，均须履行。,,,,,
P119,CN_GBA_HK_GUIDE_Art8,CN_PIPL_Art38_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0310,GBA标准合同备案与PIPL出境条件并行，备案不替代安全评估、认证或标准合同本身义务。,,,,,
P120,CN_GBA_HK_GUIDE_Art8,HK_PDPO_DPP1_003,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0304,内地GBA备案与香港PDPO告知义务分属不同法域，并行适用，不存在压制关系。,,,,,
P121,CN_GBA_HK_GUIDE_Art8,HK_PDPO_S33_NOTE,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,1,CN->HK:1,无冲突:1,并行义务:1,contextual:1,GBAMC-DRAFT-0291,香港第33条尚未生效，跨境移转仍受保障资料原则规管；GBA备案为内地程序，两者并行不构成冲突。,,,,,
P122,CN_GBA_MO_GUIDE_Art2,CN_HGR_Art28_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,人类遗传资源管理条例,规范性文件（实施指引）,行政法规,跨法域; GBA指引相关,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0759,基因测序数据属人类遗传资源信息，须向科技行政部门备案并备份；GBA标准合同备案为网信程序。双轨并行，互不替代。,,,,,
P123,CN_GBA_MO_GUIDE_Art4,CN_OUTBOUND_Art7_002,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,促进和规范数据跨境流动规定,规范性文件（实施指引）,部门规章,跨法域; GBA指引相关,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0652,安全评估与GBA标准合同告知同意义务并行，互不替代；均须履行，按孰严执行。,,,,,
P124,CN_GBA_MO_GUIDE_Art7,MO_PDPA_Art19_002,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,澳门《个人资料保护法》,规范性文件（实施指引）,澳门法律,跨法域; GBA指引相关,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0814,GBA标准合同备案与澳门个人资料保护局个案决定程序并行，互不替代，义务并存。,,,,,
P125,CN_GDHMD_001,MO_PDPA_Art19_002,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0133,澳门个案决定机制与内地团标分级建议并行适用，互不排斥；团标非法律，不得据以要求国家审批。,,,,,
P126,CN_GDHMD_002,CN_SPI_001,广东省健康医疗数据安全分类分级管理技术规范,网络安全标准实践指南 — 敏感个人信息识别指南,团体标准（推荐性技术文件）,技术指南（推荐性）,,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0486,前者为敏感个人信息识别指南，后者为团体标准分级参考，均非创设法律义务的法规，仅并行参考，不构成冲突。,,,,,
P127,CN_GDHMD_002,HK_PDPO_S33_NOTE,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0531,香港第33条未生效，跨境移转仍受保障资料原则规管；与内地团体标准加密要求并行，无排斥。,,,,,
P128,CN_GDHMD_003,CN_OUTBOUND_Art8_001,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,,1,CN->MO:1,无冲突:1,并行义务:1,none:1,GBAMC-DRAFT-0682,团体标准为推荐性技术文件，不创设法律义务，不得作为审批或压制依据；仅作数据分级参考。,,,,,
P129,CN_GDHMD_008,CN_SPI_001,广东省健康医疗数据安全分类分级管理技术规范,网络安全标准实践指南 — 敏感个人信息识别指南,团体标准（推荐性技术文件）,技术指南（推荐性）,,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0200,住院病历属敏感个人信息，检验检查数据分级为3级；二者分别从敏感个人信息识别与数据分级角度并行适用，均不创设审批义务，按孰严参考执行。,,,,,
P130,CN_GDHMD_008,HK_PDPO_DPP3_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0027,PDPO使用限制与广东团体标准分级建议并行适用，后者为推荐性技术文件，不构成法律冲突。,,,,,
